IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
73,9.7,9.4,8,1,7,2,0,No
106,7.74,8.0,7,1,7,10,3,No
95,8.94,8.79,8,1,0,1,2,No
101,8.29,8.26,1,0,3,10,0,No
106,7.57,7.36,3,0,10,3,4,No
97,5.45,5.65,6,0,8,5,4,No
98,8.21,8.55,7,0,2,2,5,No
96,5.78,5.57,7,0,5,9,4,No
114,7.07,6.81,6,0,3,1,1,No
106,8.15,8.33,4,0,0,3,1,No
103,8.91,8.61,5,1,2,5,4,No
80,8.43,8.57,9,0,2,1,0,No
94,8.36,7.95,1,1,2,4,1,No
113,5.75,5.87,2,0,10,10,2,Yes
100,6.73,6.74,5,0,5,1,3,No
109,5.21,4.82,5,1,8,7,1,No
126,8.6,8.75,7,1,6,1,1,No
115,9.76,9.71,8,0,6,3,0,No
101,6.32,6.04,10,0,0,4,0,No
92,5.44,5.29,6,0,8,4,2,No
61,7.38,7.37,6,1,3,7,5,No
97,9.28,8.87,5,1,7,5,2,No
95,7.76,8.22,5,0,0,8,5,Yes
105,5.23,5.4,8,0,7,3,2,No
97,9.87,9.47,5,0,8,8,2,Yes
95,9.14,9.46,6,0,4,9,1,No
73,5.66,5.48,3,0,6,9,2,No
85,9.61,9.71,5,1,10,9,5,Yes
107,7.25,7.03,9,1,9,1,2,No
125,6.86,7.09,3,0,1,9,4,Yes
98,7.31,7.53,8,0,0,8,1,No
104,9.17,9.22,7,1,10,2,1,No
114,8.3,8.04,4,1,5,3,1,No
87,5.3,5.05,5,0,8,7,3,No
105,9.79,9.67,8,1,0,3,2,No
88,5.74,5.39,10,0,9,2,5,No
112,8.73,8.57,7,0,0,4,2,Yes
102,8.18,8.36,10,0,3,9,2,Yes
104,5.94,6.27,10,0,9,2,0,No
88,5.85,5.68,2,0,5,1,0,No
110,9.35,9.08,8,1,8,10,0,No
131,7.1,7.43,8,0,1,7,3,No
84,8.27,8.66,9,0,4,1,2,No
94,7.52,7.43,2,0,6,6,1,No
103,8.64,8.17,4,0,3,5,1,No
111,7.4,7.59,2,0,5,8,4,Yes
91,6.44,6.72,4,1,5,3,5,No
120,9.3,9.4,7,0,3,1,3,Yes
111,7.34,7.43,5,0,8,4,4,No
73,6.07,5.95,7,1,10,10,3,No
90,9.67,9.92,2,0,0,10,1,No
123,8.98,8.91,4,0,4,6,5,Yes
121,5.28,5.46,6,1,10,5,2,No
114,9.99,10.01,5,1,8,7,1,No
97,8.47,8.22,2,0,8,10,1,No
101,5.8,5.91,7,0,8,1,0,No
98,6.19,6.43,2,0,1,3,1,No
116,8.46,8.93,9,1,6,4,3,Yes
86,8.9,8.78,7,0,9,6,2,No
87,6.2,5.76,3,0,7,4,0,No
115,6.28,6.77,6,1,0,7,4,No
99,6.54,6.66,5,0,1,10,1,No
120,7.99,8.44,9,0,0,10,0,Yes
89,5.86,5.46,3,0,8,3,0,No
99,5.52,5.36,2,0,9,8,0,No
86,8.39,8.02,2,1,10,7,3,No
100,8.9,9.24,4,1,4,3,4,No
77,7.5,7.88,1,1,3,9,0,No
92,6.82,6.82,9,1,7,10,3,No
78,7.16,6.85,3,0,2,5,4,No
110,6.94,6.57,5,1,7,2,2,No
110,9.8,9.89,2,0,2,9,3,Yes
74,8.84,8.85,8,0,5,8,0,No
120,6.04,6.23,3,0,3,8,1,No
137,6.92,6.73,5,0,7,1,3,No
100,7.72,7.62,7,0,6,4,2,No
90,8.06,7.58,2,1,4,7,4,No
80,9.05,8.97,8,0,4,9,4,Yes
100,8.84,9.26,10,0,3,8,3,Yes
102,7.53,7.67,8,1,7,9,4,No
120,9.27,9.17,3,0,10,4,0,No
105,8.76,8.52,10,0,4,8,5,Yes
92,8.89,9.3,7,0,9,6,3,No
85,9.78,9.3,2,1,9,9,1,No
94,6.33,6.16,9,0,4,10,2,No
84,6.34,6.78,8,0,1,1,2,No
100,9.44,9.59,9,0,8,6,3,No
91,8.86,8.89,9,0,5,10,1,No
77,9.63,9.33,7,0,10,10,3,Yes
118,5.32,5.65,4,0,0,2,0,No
92,8.14,7.84,5,0,2,3,5,No
80,5.72,5.47,7,0,3,9,5,No
97,7.52,7.21,5,0,9,5,0,No
101,5.78,5.44,10,1,9,5,1,No
73,5.64,6.09,8,0,1,1,3,No
104,5.06,5.16,5,0,10,10,1,No
84,8.15,8.29,5,1,9,2,1,No
125,6.8,7.25,5,0,3,9,0,No
107,5.53,5.26,4,1,1,7,0,No
94,6.61,6.12,7,1,5,4,1,No
88,5.84,5.94,2,0,9,7,1,No
98,9.71,9.72,10,0,8,10,4,Yes
109,6.6,6.58,4,1,0,2,0,No
99,6.67,6.23,3,1,4,5,1,No
96,9.2,9.15,10,1,8,9,4,Yes
100,8.24,8.03,8,1,10,2,5,No
90,8.55,8.32,7,1,6,3,5,No
94,8.18,7.9,3,0,10,5,5,No
68,9.73,9.56,4,1,5,5,1,No
114,6.04,5.89,4,1,6,8,4,Yes
104,9.95,9.76,10,0,8,7,1,No
88,9.15,9.63,7,0,2,3,5,No
128,7.94,8.37,8,1,7,5,5,Yes
101,8.31,8.38,4,1,0,8,5,Yes
84,8.24,8.72,8,1,9,5,3,No
112,5.29,5.78,1,0,5,2,0,No
105,6.09,5.95,9,1,8,10,5,No
105,9.81,9.76,7,0,0,2,1,No
93,7.67,8.13,4,1,4,1,2,No
106,6.89,7.0,8,0,7,6,5,No
96,8.81,8.52,10,0,9,1,2,No
108,7.62,7.81,2,0,10,8,4,No
71,5.07,4.78,8,1,5,1,0,No
93,8.68,8.52,10,1,5,8,4,Yes
125,8.66,8.39,6,0,2,6,0,No
88,5.83,5.57,7,0,7,9,2,No
90,9.78,9.28,7,0,0,3,5,No
93,6.12,6.5,2,0,3,7,2,No
81,7.29,7.09,2,1,7,2,5,No
66,5.57,5.16,4,0,5,5,4,No
96,8.02,7.61,6,1,10,1,5,No
102,6.88,6.94,4,0,8,5,5,No
99,6.77,7.26,6,0,0,8,3,No
97,9.13,8.78,5,1,1,10,2,Yes
100,5.05,4.65,6,0,0,3,0,No
115,8.99,8.93,9,0,10,6,1,No
97,7.86,7.92,6,0,3,4,1,No
91,9.93,9.72,6,0,8,8,1,No
95,7.95,7.75,8,0,3,2,2,No
108,5.28,5.2,5,0,8,5,3,No
121,5.25,5.06,5,0,5,6,2,No
90,9.42,9.84,10,0,4,8,0,No
101,9.21,8.75,1,1,9,2,5,No
105,6.73,6.46,6,1,3,9,2,No
85,8.09,8.4,1,0,9,7,2,No
100,7.45,7.78,8,0,1,10,2,No
78,9.84,9.45,10,1,7,4,2,No
73,9.75,10.22,9,0,2,10,0,No
105,9.92,10.11,6,1,0,2,2,No
94,9.33,9.1,9,0,10,8,3,Yes
103,9.55,9.51,2,0,9,2,4,No
99,6.09,5.89,9,1,6,2,0,No
85,9.16,8.81,4,1,7,9,3,Yes
99,8.54,8.33,3,0,6,4,1,No
81,9.81,9.89,1,0,3,7,1,No
120,7.86,8.19,1,0,7,10,0,Yes
79,5.43,5.29,8,0,9,4,4,No
97,7.99,7.84,2,0,3,5,2,No
84,8.43,8.4,1,1,4,1,0,No
108,6.1,6.24,2,0,7,10,2,No
95,6.97,7.22,3,0,1,1,2,No
92,7.99,7.82,4,1,9,10,1,No
112,6.87,6.96,9,1,7,10,4,Yes
100,6.87,6.76,7,0,4,3,2,No
107,5.67,5.89,5,0,4,6,0,No
85,9.7,9.36,5,1,6,1,1,No
78,8.75,8.51,6,0,3,4,2,No
101,5.01,4.94,1,0,2,9,5,No
95,8.83,9.22,6,1,5,2,5,No
109,8.7,8.77,6,1,5,2,5,No
98,5.05,5.52,5,0,9,2,1,No
103,6.85,6.45,10,0,5,10,1,No
75,8.03,7.99,9,1,6,10,0,No
128,7.26,7.18,10,1,3,7,0,No
97,8.89,8.99,10,1,2,7,3,No
110,7.13,7.44,5,1,2,6,2,No
87,5.77,6.11,9,1,2,2,5,No
104,9.88,10.05,10,0,1,5,1,No
80,6.21,6.35,7,0,5,6,3,No
106,8.59,9.04,3,0,0,6,0,No
94,5.72,5.6,9,1,5,10,4,No
100,6.65,6.98,10,0,7,6,1,No
110,7.21,7.63,7,1,5,6,4,No
81,5.96,5.95,4,1,1,1,4,No
89,7.25,7.48,9,0,6,4,5,No
106,5.79,5.67,6,1,2,1,1,No
131,7.8,7.46,9,1,8,3,3,No
97,8.32,8.41,4,0,10,2,3,No
108,5.31,5.01,10,0,7,2,1,No
98,9.36,9.32,2,1,5,6,5,No
129,5.93,6.3,9,1,0,1,2,No
73,6.13,5.72,10,0,1,4,4,No
101,8.31,7.84,4,0,7,9,3,No
75,7.34,7.45,2,0,5,3,1,No
62,7.5,7.33,7,0,0,8,0,No
104,5.64,5.56,7,1,8,9,0,No
102,9.03,8.94,5,1,7,2,1,No
95,8.09,7.68,5,1,1,5,2,No
98,5.68,5.18,8,1,9,6,0,No
96,9.05,8.77,1,0,2,6,1,No
107,7.84,7.77,4,1,0,5,1,No
90,5.54,6.01,1,1,6,7,4,No
104,6.86,7.19,5,0,8,5,1,No
96,6.21,5.82,5,1,10,5,2,No
93,7.59,7.6,4,1,6,7,3,No
127,9.22,9.45,9,0,2,3,0,No
117,7.18,7.38,8,1,5,10,0,No
102,7.17,7.43,10,0,2,7,4,No
65,9.53,9.49,3,0,3,8,3,Yes
94,7.88,7.56,5,0,0,5,2,No
140,7.83,7.79,6,0,1,4,2,No
96,6.31,6.46,5,1,0,2,4,No
116,8.04,8.15,8,0,9,5,1,No
121,7.88,7.45,5,1,1,6,3,No
103,6.98,6.54,8,0,3,9,0,No
87,9.95,10.42,10,0,5,6,3,No
63,9.41,9.06,10,0,10,6,4,No
110,8.75,8.54,3,0,7,6,1,No
87,7.69,7.96,5,0,9,8,5,No
102,7.31,7.22,4,1,8,6,3,No
81,5.92,5.6,6,0,9,1,1,No
96,6.53,6.5,3,0,6,1,3,No
100,8.87,8.94,10,0,3,10,0,No
104,7.27,7.22,4,0,6,2,2,No
83,9.41,9.83,4,0,0,1,3,No
117,5.74,5.52,5,0,10,3,2,No
91,7.54,7.7,6,0,9,3,2,No
74,8.23,7.84,2,1,10,4,2,No
98,7.58,7.47,10,0,10,6,4,No
100,9.45,9.69,8,1,5,10,0,No
102,9.95,9.67,4,0,0,7,2,No
120,5.58,5.67,7,0,7,9,0,No
96,5.65,5.3,7,1,3,8,3,No
98,5.65,5.25,10,0,7,6,5,No
83,8.41,8.43,2,1,7,9,0,No
112,6.86,7.04,7,1,1,4,1,No
102,8.67,8.28,1,0,5,6,2,No
93,7.03,7.45,2,0,9,7,3,No
71,8.14,7.87,5,0,3,2,2,No
121,8.85,8.47,8,1,2,1,2,Yes
81,7.74,7.44,7,0,8,10,3,No
91,7.7,7.37,3,1,9,8,3,No
105,5.44,5.03,10,1,8,8,4,No
82,7.05,7.35,9,0,1,7,4,No
77,7.73,7.73,5,1,4,9,4,No
68,7.31,7.2,3,1,9,9,0,No
110,9.5,9.95,7,0,9,3,1,No
91,9.53,9.4,4,0,6,1,1,No
85,6.88,6.65,5,0,7,1,4,No
86,8.59,8.33,8,1,9,1,1,No
91,6.98,6.98,4,0,3,5,4,No
103,6.16,5.95,7,0,2,2,3,No
92,6.71,6.73,8,0,0,2,0,No
109,5.35,5.52,9,0,0,5,4,No
85,6.66,6.94,9,0,8,7,0,No
79,7.3,7.51,5,0,3,6,2,No
73,9.78,9.49,6,0,7,5,0,No
66,6.57,6.19,7,0,3,3,0,No
92,9.51,9.55,10,0,5,9,4,Yes
95,6.14,5.84,2,1,3,8,0,No
90,5.95,5.53,9,1,1,3,5,No
118,7.59,7.62,1,1,0,7,5,No
118,8.36,8.19,6,0,7,3,2,Yes
94,5.22,5.48,6,0,5,6,3,No
73,6.11,5.92,7,0,0,3,5,No
91,7.28,7.76,2,1,4,8,1,No
91,6.66,6.92,6,1,2,3,3,No
90,8.56,8.12,6,1,1,5,0,No
89,7.56,7.57,9,1,2,3,5,No
90,5.8,5.86,8,1,1,8,2,No
94,9.47,9.67,5,0,9,10,2,Yes
90,6.46,6.46,7,0,1,9,3,No
103,8.66,8.64,7,1,0,6,4,No
105,8.9,8.77,5,1,2,10,1,No
86,9.82,9.59,7,0,2,4,0,No
119,7.49,7.94,3,1,3,10,0,No
85,8.08,7.9,7,0,2,4,3,No
75,6.67,6.23,6,1,7,5,2,No
105,8.39,8.06,6,0,3,3,2,No
87,7.32,7.68,2,0,9,4,4,No
104,7.19,7.28,2,0,0,4,1,No
63,9.28,9.56,7,0,1,1,0,No
120,5.25,5.56,1,1,6,1,3,No
110,9.41,9.73,9,0,5,9,4,Yes
77,9.26,9.31,3,1,8,3,1,No
77,7.53,7.21,6,0,5,5,0,No
125,7.45,7.1,3,1,1,2,1,No
88,6.81,6.88,9,0,7,1,0,No
87,9.97,9.84,10,1,8,7,5,No
66,5.56,5.62,7,1,4,10,1,No
94,7.95,7.95,1,0,5,9,1,No
96,8.41,8.51,4,0,3,4,5,No
110,9.67,9.2,5,1,10,4,3,No
79,8.9,8.43,7,1,1,3,4,No
77,8.22,8.44,7,1,4,3,2,No
106,5.58,5.27,5,1,4,2,1,No
115,6.87,7.02,1,1,0,3,3,No
76,5.69,5.74,5,0,4,5,5,No
116,9.41,9.89,5,1,0,8,2,Yes
100,8.75,9.09,4,1,2,8,4,Yes
116,8.79,8.7,6,0,10,5,4,Yes
98,8.26,8.38,8,0,8,1,1,No
62,7.54,7.16,10,0,3,10,5,No
97,5.75,5.64,5,1,8,2,5,No
115,6.65,6.88,8,0,5,8,0,No
86,5.68,5.8,5,0,0,10,4,No
94,8.62,8.6,3,0,2,9,3,Yes
97,5.8,5.48,8,0,2,7,1,No
125,8.46,8.23,3,1,9,9,1,Yes
86,7.3,7.62,3,0,3,6,0,No
107,5.68,5.79,6,0,7,6,4,No
98,6.57,6.44,8,0,2,7,1,No
118,6.6,6.14,10,0,10,1,3,No
106,8.5,8.23,5,0,3,9,4,Yes
96,5.57,5.96,1,0,2,1,0,No
86,9.15,9.47,1,0,6,8,2,Yes
111,8.81,8.88,3,1,5,10,2,Yes
71,5.93,5.9,6,0,0,2,1,No
109,8.6,8.75,2,0,9,10,4,Yes
83,8.34,8.31,1,1,0,7,4,No
118,8.74,8.88,7,1,5,5,0,No
102,5.94,5.75,2,0,2,8,2,No
109,5.79,6.13,8,1,8,10,5,No
101,6.18,6.38,2,0,1,7,3,No
73,6.83,6.66,1,1,2,8,5,No
87,8.97,9.3,10,0,8,2,2,No
110,8.69,8.68,2,0,5,10,4,Yes
102,9.63,9.3,2,0,0,9,3,Yes
117,5.29,4.87,7,0,1,6,3,No
106,5.06,5.26,1,0,6,6,0,No
85,8.5,8.87,3,0,5,6,5,No
88,6.4,6.71,5,0,0,1,1,No
101,6.67,6.83,7,0,9,7,1,No
65,7.73,7.37,6,0,1,2,0,No
125,5.51,5.1,8,0,5,2,4,No
106,8.21,8.06,1,1,5,5,4,No
118,6.63,6.98,7,0,5,6,1,No
76,8.16,8.62,9,0,8,1,2,No
118,9.17,8.91,7,0,1,1,0,No
133,5.86,6.12,6,1,9,1,2,No
80,9.65,9.72,9,1,9,7,0,No
111,7.65,7.18,4,1,10,1,0,No
100,9.61,9.65,10,0,8,9,1,No
76,6.04,6.35,6,1,8,3,1,No
107,8.02,7.8,6,0,9,10,5,No
112,7.02,7.42,10,0,8,2,2,No
90,8.87,8.61,3,0,8,6,4,No
117,8.03,7.61,7,0,2,2,3,No
74,7.47,7.13,1,0,9,5,5,No
77,9.56,9.9,8,1,8,5,2,No
102,6.89,6.81,8,1,9,9,0,No
100,6.1,6.4,8,0,8,4,3,No
89,8.04,8.07,9,1,2,8,3,Yes
112,8.12,8.1,4,1,3,7,5,Yes
107,7.2,7.51,6,1,3,7,3,No
112,7.43,7.35,7,0,3,1,5,No
98,9.8,10.1,2,0,6,6,3,No
109,8.66,8.26,6,1,4,6,5,No
93,5.55,5.69,8,0,6,10,5,No
130,6.06,6.26,4,0,5,8,3,Yes
87,9.88,10.28,5,0,6,6,2,No
131,8.63,8.35,8,1,7,8,1,Yes
100,9.58,9.68,3,1,5,6,1,No
79,6.52,6.45,6,1,8,8,0,No
120,8.71,8.59,1,0,3,5,4,Yes
101,8.57,8.18,4,1,4,9,2,Yes
112,6.47,6.1,6,1,8,4,3,No
118,7.75,8.09,3,1,8,6,1,No
105,8.14,8.39,1,0,1,2,0,No
91,7.41,7.29,6,0,1,3,3,No
114,9.14,9.47,3,0,8,4,0,No
100,9.16,8.74,8,0,5,3,3,No
110,9.25,9.37,7,0,7,7,5,No
67,9.02,9.39,7,1,7,9,3,Yes
106,7.44,7.78,8,0,7,6,1,No
90,6.91,6.78,7,0,4,3,1,No
124,9.16,9.41,5,1,10,9,3,Yes
109,7.45,7.38,10,0,10,1,1,No
103,6.23,6.57,8,1,9,5,2,No
107,7.54,7.57,8,0,3,10,3,No
85,5.71,5.97,8,1,2,10,1,No
124,8.46,8.04,10,0,3,5,0,No
129,6.68,6.77,6,1,7,2,0,No
105,6.3,6.35,2,1,3,5,0,No
123,9.78,9.89,8,0,7,1,4,Yes
91,8.88,9.08,10,0,7,1,0,No
88,8.94,9.36,1,0,0,4,5,No
100,8.12,8.41,9,0,10,6,0,No
106,9.2,8.92,9,0,10,2,2,No
94,8.8,9.13,6,0,8,5,2,No
108,7.99,7.61,10,1,2,10,4,No
104,9.81,9.93,6,1,5,5,2,No
85,5.96,6.34,6,1,2,3,1,No
107,9.72,9.32,4,0,8,4,0,No
112,7.01,7.36,1,0,0,2,1,No
102,7.64,7.94,1,1,6,7,4,No
117,5.61,5.61,1,0,4,3,1,No
81,7.7,7.51,5,1,2,6,5,No
107,8.06,7.97,7,0,10,9,1,No
82,9.99,10.46,1,0,6,7,1,No
83,9.88,9.58,1,0,0,4,5,No
90,9.83,9.91,6,1,5,2,2,No
85,6.74,6.32,2,1,6,7,0,No
91,9.96,9.68,2,0,8,8,5,Yes
96,7.28,7.54,7,0,8,3,1,No
112,9.26,9.06,9,0,6,7,3,Yes
95,6.08,6.57,8,0,4,1,0,No
76,7.53,7.53,2,1,6,8,0,No
117,9.83,9.85,7,0,10,7,3,Yes
87,9.74,9.28,5,0,0,6,4,No
99,8.42,8.88,10,0,6,3,4,No
106,8.99,8.66,4,0,9,4,0,No
102,5.88,5.92,10,0,3,8,2,No
116,8.61,8.51,4,0,1,1,5,Yes
107,8.09,8.01,4,1,5,2,4,No
87,5.46,5.6,9,1,6,1,4,No
132,5.57,5.73,7,1,10,4,1,No
102,5.54,5.19,7,0,6,6,1,No
97,8.62,8.62,4,0,7,5,4,No
114,5.71,6.0,9,0,4,6,2,No
103,7.34,7.28,8,1,9,2,1,No
105,6.78,6.45,10,1,10,5,5,No
137,7.75,7.56,4,1,9,1,2,No
95,8.53,8.24,6,0,10,6,5,No
95,8.42,8.05,4,0,7,4,5,No
101,7.58,7.46,1,0,3,10,0,No
116,7.32,7.36,5,0,9,9,5,Yes
77,6.99,6.56,10,1,0,3,5,No
70,9.31,9.41,3,1,7,3,2,No
91,6.65,7.14,1,0,3,9,1,No
75,6.3,6.76,2,0,4,4,5,No
93,8.72,9.05,2,1,3,7,3,No
107,6.8,6.57,8,0,6,10,2,No
86,9.23,8.75,4,0,9,2,4,No
78,6.64,6.97,3,0,2,1,5,No
101,8.51,8.07,4,0,1,10,5,Yes
112,5.23,4.94,10,1,9,1,2,No
74,6.93,6.97,1,1,1,6,2,No
112,6.72,6.4,1,0,6,4,2,No
112,9.08,9.41,5,1,10,2,4,Yes
114,9.84,10.12,7,1,9,7,5,Yes
118,7.3,7.56,9,0,5,8,2,Yes
133,9.12,9.44,7,0,1,7,3,Yes
94,8.5,8.22,5,0,7,10,4,Yes
101,9.84,10.07,3,0,5,9,3,Yes
93,9.06,8.92,8,1,7,1,3,No
100,5.39,5.56,7,0,5,10,3,No
122,8.57,8.19,4,0,3,6,4,Yes
79,7.68,7.89,1,0,7,8,1,No
87,5.08,5.55,3,1,3,9,4,No
120,6.26,5.8,8,0,5,8,2,Yes
115,9.61,9.2,2,0,4,6,5,Yes
94,9.63,9.25,9,0,3,8,3,Yes
112,8.99,8.92,4,0,6,8,2,Yes
105,9.91,9.7,7,0,7,1,3,No
122,9.03,9.34,10,1,5,8,3,Yes
101,5.05,5.02,7,1,0,7,5,No
115,6.44,6.42,8,1,6,8,2,Yes
139,5.15,5.37,7,0,3,8,0,No
108,5.47,5.33,4,0,1,10,3,No
100,6.09,5.94,7,0,2,10,5,No
110,7.52,7.78,5,0,9,6,0,No
94,9.24,9.52,10,0,3,9,4,Yes
135,9.31,8.82,7,0,6,3,3,Yes
102,8.08,7.72,3,0,8,10,3,No
95,9.64,9.35,10,0,9,1,5,No
87,7.5,7.35,7,0,10,9,4,No
116,9.45,9.24,7,1,5,10,2,Yes
113,7.27,7.44,2,1,9,10,2,Yes
92,6.39,6.72,8,0,4,2,0,No
108,9.58,9.27,7,0,8,3,4,No
77,6.94,7.0,9,1,7,4,3,No
102,7.52,7.39,4,1,7,8,0,No
106,6.64,6.65,9,0,7,9,2,No
125,8.31,8.43,1,0,7,3,3,Yes
88,9.98,10.37,5,0,7,2,5,No
80,5.13,4.82,10,0,9,2,2,No
86,9.5,9.09,7,1,9,9,0,No
79,5.02,5.15,4,0,6,8,2,No
120,6.82,6.71,7,0,1,2,5,No
123,5.84,5.5,9,0,1,8,2,Yes
104,8.79,8.41,5,1,10,4,4,No
118,5.25,5.31,5,0,4,6,5,No
102,7.77,7.57,2,0,5,5,0,No
98,6.47,6.97,5,1,8,5,3,No
95,5.67,5.58,8,0,0,10,2,No
95,8.86,8.57,4,1,10,10,2,Yes
76,6.09,6.22,2,1,6,7,1,No
103,6.12,5.86,8,0,6,8,0,No
99,6.38,6.37,4,1,7,5,0,No
111,7.93,7.91,5,1,0,4,3,No
101,8.3,8.25,7,0,9,2,4,No
97,5.09,5.39,5,0,3,5,3,No
86,6.21,5.93,10,0,9,8,5,No
101,7.15,7.55,4,1,4,1,0,No
111,6.66,6.95,7,1,1,6,2,No
82,9.42,9.25,4,0,1,2,4,No
101,8.94,8.62,10,0,10,2,4,No
103,8.13,7.91,4,0,3,8,0,No
89,6.69,6.52,2,0,2,6,0,No
91,8.5,8.56,5,0,6,6,3,No
103,9.22,8.77,8,0,6,6,1,No
82,7.97,8.38,4,1,1,9,0,No
105,8.92,8.52,2,1,4,3,0,No
86,8.75,8.53,9,0,4,2,3,No
115,7.86,7.47,6,0,7,5,0,No
135,6.56,6.32,3,1,7,6,5,No
87,8.73,9.07,10,0,10,9,3,Yes
108,6.03,6.15,5,1,3,9,5,No
89,8.9,8.63,6,0,9,2,0,No
115,9.02,9.39,9,1,0,9,2,Yes
81,9.11,9.41,5,0,5,9,0,No
107,7.36,7.61,9,1,6,6,1,No
86,5.96,6.31,1,0,0,1,4,No
96,5.5,5.62,10,1,7,8,3,No
84,8.72,8.72,4,0,8,8,1,No
112,9.43,9.3,1,0,7,8,5,Yes
87,8.25,7.97,2,1,2,8,3,No
108,5.72,5.78,2,1,8,10,1,No
94,9.67,10.06,10,0,9,5,3,No
98,9.95,10.04,5,1,2,2,5,No
102,7.17,7.59,1,0,3,9,3,No
88,7.97,7.83,10,1,5,6,5,No
103,8.89,9.09,3,1,6,3,4,No
122,8.68,8.83,6,1,7,1,0,No
88,9.84,10.01,1,1,6,5,3,No
117,5.57,5.72,1,0,2,4,3,No
122,7.9,7.62,3,0,10,4,5,No
87,8.46,8.1,9,0,10,9,4,Yes
78,9.45,9.93,2,0,1,6,5,No
104,9.37,8.92,6,1,10,8,5,Yes
91,9.89,9.86,3,0,1,9,3,Yes
128,7.56,7.49,6,1,8,1,3,No
100,9.15,9.01,7,1,6,7,2,No
87,7.14,7.42,7,1,6,7,2,No
82,7.11,7.36,2,0,4,9,5,No
116,6.27,6.68,3,0,5,1,2,No
91,9.09,8.99,4,0,6,2,4,No
100,9.93,9.99,8,0,8,6,5,No
114,6.28,6.67,5,0,9,4,3,No
92,5.28,5.77,1,0,3,5,4,No
99,9.08,9.55,9,1,5,5,5,No
99,8.1,8.32,1,1,0,10,4,Yes
110,9.8,9.44,2,0,6,1,1,No
108,6.26,5.78,7,0,3,1,0,No
96,5.36,5.69,3,1,1,7,1,No
100,7.46,7.8,6,1,3,3,5,No
94,5.43,5.68,8,1,7,5,5,No
77,6.31,6.09,5,0,1,8,5,No
103,5.63,5.77,1,0,0,5,0,No
128,6.12,5.94,10,0,0,10,1,No
86,5.53,5.48,3,0,6,9,3,No
88,9.77,9.65,2,1,6,4,4,No
86,6.39,6.8,6,0,3,7,1,No
110,7.22,6.95,5,0,4,8,1,No
106,9.49,9.57,7,1,4,7,3,No
97,8.39,8.25,2,0,6,4,4,No
86,8.09,8.25,6,0,2,8,0,No
101,8.53,8.59,5,0,4,10,1,No
76,9.14,9.56,6,0,6,10,0,No
102,9.39,8.99,5,1,10,10,2,Yes
113,8.21,7.93,7,0,6,4,5,No
81,9.45,9.72,5,1,8,10,1,No
77,7.68,7.55,7,1,3,8,4,No
123,6.39,6.06,1,0,0,8,2,Yes
90,9.4,9.4,9,1,4,4,2,No
117,7.71,7.86,6,1,10,5,1,No
97,9.53,9.07,9,0,3,5,1,No
97,5.2,4.99,1,0,2,5,5,No
106,6.99,7.3,2,1,6,3,2,No
86,9.74,9.76,7,1,8,2,1,No
101,6.25,5.79,4,0,3,1,5,No
94,9.71,9.49,10,0,5,3,4,No
80,9.77,9.91,1,1,0,9,4,Yes
105,9.41,9.11,5,1,0,7,2,No
96,7.82,8.15,4,1,2,2,1,No
97,8.23,8.41,6,1,4,8,5,Yes
81,9.35,9.32,7,1,5,8,5,Yes
123,8.88,9.3,3,0,8,7,2,Yes
113,8.15,8.04,6,0,8,6,4,Yes
114,9.91,9.65,2,0,9,2,1,No
95,8.43,8.59,10,1,10,4,5,No
74,9.88,9.95,4,1,0,1,4,No
129,5.29,5.13,10,1,1,7,5,No
99,5.69,5.53,9,1,10,2,1,No
88,7.26,7.16,7,0,7,6,3,No
106,6.92,6.71,2,0,4,9,4,No
117,8.91,9.12,6,0,2,5,0,No
99,5.8,5.95,4,1,8,5,5,No
119,9.88,9.82,8,0,1,4,5,Yes
116,6.58,6.48,8,0,6,1,1,No
83,7.14,7.01,1,0,9,4,3,No
89,6.37,6.15,8,0,7,9,3,No
114,7.9,7.49,10,1,1,9,3,Yes
59,5.29,5.06,7,1,0,7,4,No
97,5.75,5.57,1,0,2,4,5,No
78,8.73,8.78,3,0,7,9,0,No
92,5.93,6.2,5,0,3,5,3,No
95,6.18,6.08,3,0,4,10,5,No
94,8.96,9.4,3,0,8,2,2,No
91,5.47,5.8,1,1,3,9,1,No
83,7.19,7.67,8,1,8,6,1,No
134,5.12,5.5,9,1,5,5,5,No
128,6.73,6.85,5,1,6,10,0,No
82,8.49,8.59,1,1,7,8,5,Yes
123,5.45,5.08,1,1,9,2,0,No
94,9.44,9.66,9,1,9,5,4,No
101,9.55,9.65,1,1,0,10,2,Yes
99,5.52,5.53,9,1,8,8,1,No
90,9.95,10.14,3,0,1,4,3,No
114,6.49,6.43,3,0,2,10,3,Yes
101,5.42,5.44,4,0,0,10,1,No
92,5.03,4.93,5,0,9,9,2,No
80,7.04,7.26,6,0,10,7,2,No
86,8.15,8.53,6,0,2,7,5,No
75,6.66,7.0,10,0,1,9,3,No
100,9.18,9.47,9,0,6,3,1,No
82,8.58,8.09,1,0,6,3,3,No
96,6.75,7.16,9,0,5,10,4,No
120,8.67,8.44,4,1,9,7,1,No
117,9.7,10.09,7,0,10,2,2,Yes
99,5.47,5.17,6,0,3,10,3,No
98,6.53,6.47,9,0,2,3,0,No
128,7.32,7.57,2,0,6,6,0,No
